Product Name,Segment,Country,City,State,Category,Sub-Category,Sales,Discount,Profit,Cluster
Newell 317,Consumer,United States,Dallas,Texas,Office Supplies,Art,-0.357505,0.212153,-0.118947,1
Xerox 1928,Consumer,United States,Moreno Valley,California,Office Supplies,Paper,-0.326466,-0.756643,-0.07162,0
Eldon Shelf Savers Cubes and Bins,Consumer,United States,Moreno Valley,California,Office Supplies,Storage,-0.301627,-0.756643,-0.11876,0
Wilson Jones Legal Size Ring Binders,Consumer,United States,Minneapolis,Minnesota,Office Supplies,Binders,-0.298257,-0.756643,-0.028461,0
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Consumer,United States,Minneapolis,Minnesota,Furniture,Furnishings,-0.169922,-0.756643,-0.074709,0
Newell 347,Home Office,United States,Los Angeles,California,Office Supplies,Art,-0.334489,-0.756643,-0.095842,0
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Home Office,United States,Trenton,Michigan,Office Supplies,Appliances,-0.100003,-0.272245,0.036598,2
Globe Weis Peel & Seel First Class Envelopes,Home Office,United States,Trenton,Michigan,Office Supplies,Envelopes,-0.307307,-0.756643,-0.048683,0
Nu-Dell Float Frame 11 x 14 1/2,Home Office,United States,Trenton,Michigan,Furniture,Furnishings,-0.282372,-0.756643,-0.02573,0
Hanging Personal Folder File,Consumer,United States,San Francisco,California,Office Supplies,Storage,-0.268059,-0.756643,-0.055313,0
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Consumer,United States,Los Angeles,California,Office Supplies,Binders,-0.346517,0.212153,-0.103045,1
"Personal Folder Holder, Ebony",Consumer,United States,Houston,Texas,Office Supplies,Storage,-0.296877,0.212153,-0.098408,1
Prestige Round Ring Binders,Home Office,United States,Milwaukee,Wisconsin,Office Supplies,Binders,-0.339559,-0.756643,-0.085738,0
"Sauder Forest Hills Library, Woodland Oak Finish",Consumer,United States,San Francisco,California,Furniture,Bookcases,0.20802,-0.030046,-0.248722,2
Sterilite Officeware Hinged File Box,Consumer,United States,San Francisco,California,Office Supplies,Storage,-0.352011,-0.756643,-0.110256,0
Xerox 226,Home Office,United States,Cleveland,Ohio,Office Supplies,Paper,-0.335554,0.212153,-0.091353,1
Memorex Froggy Flash Drive 4 GB,Consumer,United States,Monroe,North Carolina,Technology,Accessories,-0.312397,0.212153,-0.086679,1
Petty Cash Envelope,Consumer,United States,Monroe,North Carolina,Office Supplies,Paper,-0.265004,0.212153,-0.022206,1
Xerox 1935,Corporate,United States,Lowell,Massachusetts,Office Supplies,Paper,-0.199511,-0.756643,0.084877,0
Sony 16GB Class 10 Micro SDHC R40 Memory Card,Corporate,United States,Philadelphia,Pennsylvania,Technology,Accessories,-0.35228,0.212153,-0.127838,1
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Corporate,United States,Loveland,Colorado,Office Supplies,Paper,-0.356041,0.212153,-0.110005,1
"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Corporate,United States,Loveland,Colorado,Office Supplies,Envelopes,-0.354732,0.212153,-0.108742,1
Bagged Rubber Bands,Consumer,United States,Loveland,Colorado,Office Supplies,Fasteners,-0.363975,0.212153,-0.124917,1
Advantus Rolling Storage Box,Corporate,United States,Woonsocket,Rhode Island,Office Supplies,Storage,-0.286271,-0.756643,-0.063033,0
Shocksock Galaxy S4 Armband,Consumer,United States,Chicago,Illinois,Technology,Phones,-0.312602,0.212153,-0.152252,1
Rogers Deluxe File Chest,Consumer,United States,Chicago,Illinois,Office Supplies,Storage,-0.312397,0.212153,-0.157992,1
Cardinal Hold-It CD Pocket,Home Office,United States,Bakersfield,California,Office Supplies,Binders,-0.338096,0.212153,-0.094742,1
Newell 333,Consumer,United States,Dallas,Texas,Office Supplies,Art,-0.36169,0.212153,-0.120911,1
Xerox 1966,Consumer,United States,Dallas,Texas,Office Supplies,Paper,-0.360509,0.212153,-0.114313,1
Xerox 1967,Consumer,United States,Dallas,Texas,Office Supplies,Paper,-0.343872,0.212153,-0.099099,1
Southworth 25% Cotton Antique Laid Paper & Envelopes,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.304592,0.212153,-0.068931,1
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Consumer,United States,Philadelphia,Pennsylvania,Technology,Accessories,-0.341908,0.212153,-0.100851,1
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Consumer,United States,Deltona,Florida,Furniture,Chairs,-0.069886,0.212153,-0.062686,2
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Corporate,United States,Columbus,Georgia,Technology,Accessories,-0.262347,-0.756643,-0.023184,0
Newell 312,Home Office,United States,Nashville,Tennessee,Office Supplies,Art,-0.301357,0.212153,-0.099898,1
Stanley Bostitch Contemporary Electric Pencil Sharpeners,Home Office,United States,Nashville,Tennessee,Office Supplies,Art,-0.259843,0.212153,-0.093341,1
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Envelopes,-0.284567,0.212153,-0.038271,1
"Eldon Base for stackable storage shelf, platinum",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,-0.068911,0.212153,-0.271946,2
"Adams ""While You Were Out"" Message Pads",Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,-0.352704,0.212153,-0.108931,1
Xerox 1994,Consumer,United States,Dallas,Texas,Office Supplies,Paper,-0.343872,0.212153,-0.099099,1
Avery Non-Stick Binders,Consumer,United States,Carlsbad,New Mexico,Office Supplies,Binders,-0.351536,0.212153,-0.10796,1
Avery 491,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Labels,-0.363525,0.212153,-0.117751,1
Belkin OmniView SE Rackmount Kit,Consumer,United States,New York City,New York,Office Supplies,Storage,-0.311896,-0.756643,-0.122336,0
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Consumer,United States,Oceanside,New York,Office Supplies,Fasteners,-0.313565,-0.756643,-0.053235,0
GBC Imprintable Covers,Consumer,United States,Oceanside,New York,Office Supplies,Binders,-0.241975,0.212153,4e-06,1
Safco Commercial Shelving,Corporate,United States,Lafayette,Louisiana,Office Supplies,Storage,0.00432,-0.756643,-0.082626,0
Logitech Wireless Marathon Mouse M705,Corporate,United States,Lafayette,Louisiana,Technology,Accessories,-0.2084,-0.756643,0.061194,0
Xerox 209,Corporate,United States,Lafayette,Louisiana,Office Supplies,Paper,-0.337634,-0.756643,-0.082501,0
Xerox 1966,Corporate,United States,Lafayette,Louisiana,Office Supplies,Paper,-0.348031,-0.756643,-0.095226,0
Staple envelope,Consumer,United States,New York City,New York,Office Supplies,Envelopes,-0.258977,-0.756643,0.012101,0
Spigen Samsung Galaxy S5 Case Wallet,Consumer,United States,New York City,New York,Technology,Phones,-0.341565,-0.756643,-0.103478,0
Xerox 198,Consumer,United States,New York City,New York,Office Supplies,Paper,-0.296909,-0.756643,-0.032408,0
Nu-Dell Executive Frame,Corporate,United States,Anaheim,California,Furniture,Furnishings,-0.206571,-0.756643,0.037386,0
Innergie mMini Combo Duo USB Travel Charging Kit,Consumer,United States,Deltona,Florida,Technology,Phones,-0.19557,0.212153,0.038996,1
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Home Office,United States,New York City,New York,Office Supplies,Appliances,-0.27459,-0.756643,-0.059656,0
Binding Machine Supplies,Home Office,United States,New York City,New York,Office Supplies,Binders,-0.219048,0.212153,0.017134,1
Advantus SlideClip Paper Clips,Home Office,United States,Seattle,Washington,Office Supplies,Fasteners,-0.341469,-0.756643,-0.087398,0
Wilson Jones Standard D-Ring Binders,Consumer,United States,San Diego,California,Office Supplies,Binders,-0.355836,0.212153,-0.110671,1
"Master Giant Foot Doorstop, Safety Yellow",Corporate,United States,Oklahoma City,Oklahoma,Furniture,Furnishings,-0.320112,-0.756643,-0.066605,0
Staple envelope,Consumer,United States,Mount Vernon,New York,Office Supplies,Envelopes,-0.331376,-0.756643,-0.075506,0
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Consumer,United States,Mount Vernon,New York,Office Supplies,Paper,-0.28611,-0.756643,-0.018905,0
Microsoft Arc Touch Mouse,Consumer,United States,San Francisco,California,Technology,Accessories,-0.176437,-0.756643,0.06193,0
Staple remover,Consumer,United States,New York City,New York,Office Supplies,Supplies,-0.26639,-0.756643,-0.043301,0
Avery Non-Stick Binders,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.363063,0.212153,-0.117544,1
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Consumer,United States,Los Angeles,California,Furniture,Furnishings,-0.230415,-0.756643,0.002867,0
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Consumer,United States,Los Angeles,California,Office Supplies,Storage,-0.145725,-0.756643,0.043861,0
Harmony HEPA Quiet Air Purifiers,Consumer,United States,Los Angeles,California,Office Supplies,Appliances,-0.293732,-0.756643,-0.05241,0
Acrylic Self-Standing Desk Frames,Home Office,United States,Chandler,Arizona,Furniture,Furnishings,-0.355117,0.212153,-0.114129,1
"File Shuttle II and Handi-File, Black",Corporate,United States,San Francisco,California,Office Supplies,Storage,-0.260068,-0.756643,-0.049998,0
Iris Project Case,Corporate,United States,Helena,Montana,Office Supplies,Storage,-0.304804,-0.756643,-0.078049,0
Cardinal Poly Pocket Divider Pockets for Ring Binders,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.364514,0.212153,-0.11875,1
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Consumer,United States,New York City,New York,Office Supplies,Art,-0.358237,-0.756643,-0.109938,0
"Wilson Jones Hanging View Binder, White, 1""",Consumer,United States,Kirkwood,Missouri,Office Supplies,Binders,-0.323257,-0.756643,-0.066566,0
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Consumer,United States,Kirkwood,Missouri,Furniture,Furnishings,-0.027146,-0.756643,0.02311,0
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Corporate,United States,Peoria,Arizona,Technology,Phones,-0.199408,0.212153,-0.082896,1
Plantronics MX500i Earset,Corporate,United States,Peoria,Arizona,Technology,Phones,-0.25856,0.212153,-0.184675,1
Novimex Swivel Fabric Task Chair,Consumer,United States,Taylor,Michigan,Furniture,Chairs,0.115694,-0.756643,0.019461,0
Novimex Turbo Task Chair,Consumer,United States,Pasadena,California,Furniture,Chairs,-0.095482,0.212153,-0.195058,1
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Consumer,United States,Midland,Michigan,Office Supplies,Art,-0.362569,-0.756643,-0.115842,0
Xerox 199,Consumer,United States,Midland,Michigan,Office Supplies,Paper,-0.348224,-0.756643,-0.097669,0
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Consumer,United States,Midland,Michigan,Office Supplies,Paper,-0.34341,-0.756643,-0.091906,0
Acco Perma 3000 Stacking Storage Drawers,Consumer,United States,Midland,Michigan,Office Supplies,Storage,-0.267834,-0.756643,-0.071285,0
Xerox 1910,Corporate,United States,Detroit,Michigan,Office Supplies,Paper,-0.137574,-0.756643,0.172982,0
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Corporate,United States,Pueblo,Colorado,Office Supplies,Art,-0.363358,0.212153,-0.118516,1
GBC Twin Loop Wire Binding Elements,Consumer,United States,San Francisco,California,Office Supplies,Binders,-0.283386,0.212153,-0.037093,1
Round Ring Binders,Corporate,United States,New York City,New York,Office Supplies,Binders,-0.360817,0.212153,-0.115143,1
Flat Face Poster Frame,Corporate,United States,Los Angeles,California,Furniture,Furnishings,-0.308366,-0.756643,-0.054776,0
Aastra 57i VoIP phone,Corporate,United States,Los Angeles,California,Technology,Phones,0.04608,0.212153,-0.039546,2
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Corporate,United States,Los Angeles,California,Office Supplies,Appliances,-0.247135,-0.756643,0.00393,0
Xerox 209,Corporate,United States,Woonsocket,Rhode Island,Office Supplies,Paper,-0.296043,-0.756643,-0.029388,0
Aluminum Screw Posts,Corporate,United States,Woonsocket,Rhode Island,Office Supplies,Binders,-0.295369,-0.756643,-0.024619,0
Fellowes Desktop Hanging File Manager,Consumer,United States,Columbus,Georgia,Office Supplies,Storage,-0.304178,-0.756643,-0.079336,0
Avery Durable Poly Binders,Consumer,United States,Columbus,Georgia,Office Supplies,Binders,-0.306713,-0.756643,-0.04632,0
Case Logic 2.4GHz Wireless Keyboard,Consumer,United States,Columbus,Indiana,Technology,Accessories,-0.047974,-0.756643,-0.054046,0
V7 USB Numeric Keypad,Consumer,United States,Pasadena,Texas,Technology,Accessories,-0.099333,0.212153,-0.238845,1
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Consumer,United States,Pasadena,Texas,Office Supplies,Art,-0.296556,0.212153,-0.103108,1
"Peel & Seel Recycled Catalog Envelopes, Brown",Consumer,United States,San Francisco,California,Office Supplies,Envelopes,-0.331665,-0.756643,-0.072901,0
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Corporate,United States,Columbia,South Carolina,Furniture,Furnishings,0.269156,-0.756643,0.064372,0
Xerox 1933,Corporate,United States,Columbia,South Carolina,Office Supplies,Paper,-0.230897,-0.756643,0.050136,0
Crayola Colored Pencils,Corporate,United States,Columbia,South Carolina,Office Supplies,Art,-0.347775,-0.756643,-0.103853,0
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Corporate,United States,Columbia,South Carolina,Office Supplies,Binders,-0.295561,-0.756643,-0.026824,0
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Consumer,United States,Kent,Washington,Technology,Phones,-0.298867,0.212153,-0.103723,1
"Acco Banker's Clasps, 5 3/4""-Long",Consumer,United States,Round Rock,Texas,Office Supplies,Fasteners,-0.36513,0.212153,-0.119016,1
Polycom VVX 310 VoIP phone,Consumer,United States,Round Rock,Texas,Technology,Phones,0.324316,0.212153,0.015972,2
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Consumer,United States,Round Rock,Texas,Technology,Accessories,-0.301884,0.212153,-0.097847,1
Tensor Computer Mounted Lamp,Consumer,United States,Oakland,California,Furniture,Furnishings,-0.201581,-0.756643,-0.002198,0
Mobile Personal File Cube,Consumer,United States,Oakland,California,Office Supplies,Storage,-0.256089,-0.756643,-0.041352,0
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,United States,Auburn,New York,Office Supplies,Art,-0.353968,-0.756643,-0.10929,0
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Consumer,United States,Auburn,New York,Office Supplies,Storage,-0.198773,-0.756643,-0.104238,0
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Consumer,United States,Auburn,New York,Office Supplies,Fasteners,-0.366837,-0.756643,-0.119848,0
Avery 489,Consumer,United States,Auburn,New York,Office Supplies,Labels,-0.335612,-0.756643,-0.079919,0
HP Office Recycled Paper (20Lb. and 87 Bright),Consumer,United States,Auburn,New York,Office Supplies,Paper,-0.322454,-0.756643,-0.061883,0
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,United States,Auburn,New York,Office Supplies,Envelopes,-0.325214,-0.756643,-0.067801,0
Portable Personal File Box,Consumer,United States,New York City,New York,Office Supplies,Storage,-0.310051,-0.756643,-0.080115,0
Advantus Rolling Storage Box,Consumer,United States,Redlands,California,Office Supplies,Storage,-0.286271,-0.756643,-0.063033,0
Avery 494,Consumer,United States,Redlands,California,Office Supplies,Labels,-0.356263,-0.756643,-0.10696,0
SANFORD Major Accent Highlighters,Consumer,United States,Redlands,California,Office Supplies,Art,-0.312024,-0.756643,-0.064909,0
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Consumer,United States,Redlands,California,Office Supplies,Paper,-0.32085,-0.756643,-0.064896,0
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Consumer,United States,Roseville,Michigan,Office Supplies,Envelopes,-0.340779,-0.756643,-0.087263,0
Xerox 1883,Corporate,United States,Los Angeles,California,Office Supplies,Paper,-0.24184,-0.756643,0.033074,0
Prang Dustless Chalk Sticks,Corporate,United States,New York City,New York,Office Supplies,Art,-0.355348,-0.756643,-0.104406,0
"Hon Metal Bookcases, Gray",Home Office,United States,Detroit,Michigan,Furniture,Bookcases,-0.027146,-0.756643,0.123104,0
Motorola HK250 Universal Bluetooth Headset,Home Office,United States,Springfield,Missouri,Technology,Phones,-0.18438,-0.756643,-0.112521,0
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Home Office,United States,Springfield,Missouri,Office Supplies,Binders,-0.299525,-0.756643,-0.033835,0
SpineVue Locking Slant-D Ring Binders by Cardinal,Consumer,United States,New York City,New York,Office Supplies,Binders,-0.310163,0.212153,-0.06771,1
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Consumer,United States,New York City,New York,Office Supplies,Binders,-0.070143,0.212153,0.135924,2
Xerox 1893,Home Office,United States,San Francisco,California,Office Supplies,Paper,-0.237283,-0.756643,0.04915,0
SpineVue Locking Slant-D Ring Binders by Cardinal,Consumer,United States,Fresno,California,Office Supplies,Binders,-0.345361,0.212153,-0.100485,1
