Product Name,Segment,Country,State,Category,Sub-Category,Sales,Discount,Profit
"Hon Metal Bookcases, Putty",Home Office,United States,New York,Furniture,Bookcases,0.290066,0.0,0.149061
Magnifier Swing Arm Lamp,Home Office,United States,New York,Furniture,Furnishings,0.172303,-1.0,0.475319
"Quartet Alpha White Chalk, 12/Pack",Home Office,United States,New York,Office Supplies,Art,-0.886395,-1.0,-0.202639
Logitech G19 Programmable Gaming Keyboard,Home Office,United States,New York,Technology,Accessories,0.72748,-1.0,2.086933
Global Leather Executive Chair,Corporate,United States,Tennessee,Furniture,Chairs,0.870285,0.0,2.202094
2300 Heavy-Duty Transfer File Systems by Perma,Corporate,United States,Tennessee,Office Supplies,Storage,0.240533,0.0,-0.364711
Avery 511,Home Office,United States,Pennsylvania,Office Supplies,Labels,-1.009674,0.0,-0.253846
"Eldon Expressions Wood Desk Accessories, Oak",Consumer,United States,California,Furniture,Furnishings,-0.54576,-1.0,-0.159951
Logitech G700s Rechargeable Gaming Mouse,Home Office,United States,Connecticut,Technology,Accessories,0.240805,-1.0,1.198262
"Alliance Super-Size Bands, Assorted Sizes",Home Office,United States,Arizona,Office Supplies,Fasteners,-0.036571,0.0,-0.768829
Clearsounds A400,Consumer,United States,Ohio,Technology,Phones,0.416622,0.429282,-1.743559
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,United States,Texas,Technology,Accessories,-0.051631,0.0,0.207617
"Maxell 74 Minute CDR, 10/Pack",Consumer,United States,Texas,Technology,Accessories,0.055832,0.0,0.168038
Acco D-Ring Binder w/DublLock,Consumer,United States,Texas,Office Supplies,Binders,-1.067438,0.749016,-0.569301
Xerox 1972,Consumer,United States,Michigan,Office Supplies,Paper,-0.688861,-1.0,-0.142694
Space Solutions HD Industrial Steel Shelving.,Consumer,United States,Michigan,Office Supplies,Storage,0.554853,-1.0,-0.064352
Xerox 1957,Corporate,United States,Virginia,Office Supplies,Paper,-0.601332,-1.0,-0.084321
Strathmore Photo Frame Cards,Consumer,United States,New York,Office Supplies,Paper,-0.54983,-1.0,-0.070657
Avery 474,Consumer,United States,New York,Office Supplies,Labels,-0.945213,-1.0,-0.213429
"OIC Colored Binder Clips, Assorted Sizes",Consumer,United States,New York,Office Supplies,Fasteners,-0.386118,-1.0,0.067491
Advantus Rolling Storage Box,Consumer,United States,New York,Office Supplies,Storage,-0.481744,-1.0,-0.147138
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Consumer,United States,New York,Office Supplies,Binders,-0.355006,0.0,-0.031405
Newell 350,Home Office,United States,Texas,Office Supplies,Art,-0.983788,0.0,-0.29583
Avery 481,Home Office,United States,New Hampshire,Office Supplies,Labels,-0.328147,-1.0,0.114689
"Hunt PowerHouse Electric Pencil Sharpener, Blue",Home Office,United States,New Hampshire,Office Supplies,Art,0.551562,-1.0,2.136984
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Consumer,United States,Louisiana,Furniture,Bookcases,0.573443,-1.0,0.907898
Avery Binder Labels,Consumer,United States,Louisiana,Office Supplies,Binders,-1.105397,-1.0,-0.248593
Acrylic Self-Standing Desk Frames,Consumer,United States,Louisiana,Furniture,Furnishings,-0.806556,-1.0,-0.205294
Avaya 4621SW VoIP phone,Consumer,United States,North Carolina,Technology,Phones,0.459255,0.0,0.408626
Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Corporate,United States,Washington,Furniture,Chairs,0.875097,0.0,-0.056286
"Sortfiler Multipurpose Personal File Organizer, Black",Corporate,United States,Washington,Office Supplies,Storage,0.395474,-1.0,1.249171
Global Commerce Series Low-Back Swivel/Tilt Chairs,Consumer,United States,Texas,Furniture,Chairs,1.027981,0.255488,-0.808243
Newell 309,Consumer,United States,Texas,Office Supplies,Art,-0.067091,0.0,-0.105315
Xerox 1936,Consumer,United States,Texas,Office Supplies,Paper,-0.051903,0.0,0.27223
PayAnywhere Card Reader,Consumer,United States,Texas,Technology,Phones,-0.80751,0.0,-0.291787
Xerox 1937,Consumer,United States,Texas,Office Supplies,Paper,0.137655,0.0,0.657988
GBC Prestige Therm-A-Bind Covers,Home Office,United States,Kentucky,Office Supplies,Binders,0.252055,-1.0,1.425946
Logitech Desktop MK120 Mouse and keyboard Combo,Home Office,United States,Kentucky,Technology,Accessories,0.233622,-1.0,0.041756
GBC VeloBinder Strips,Home Office,United States,Florida,Office Supplies,Binders,-0.651683,0.701566,-0.609588
Xerox 1941,Corporate,United States,Arizona,Office Supplies,Paper,0.172116,0.0,0.746085
AT&T 17929 Lendline Telephone,Consumer,United States,Pennsylvania,Technology,Phones,0.272726,0.429282,-1.291354
Rubber Band Ball,Consumer,United States,Pennsylvania,Office Supplies,Fasteners,-0.929318,0.0,-0.368385
Fiskars Softgrip Scissors,Corporate,United States,Oklahoma,Office Supplies,Supplies,-0.376765,-1.0,-0.091674
Newell 31,Corporate,United States,Oklahoma,Office Supplies,Art,-0.62056,-1.0,-0.18968
"Carina Mini System Audio Rack, Model AR050B",Corporate,United States,Oklahoma,Office Supplies,Storage,0.688263,-1.0,0.048006
Memorex Micro Travel Drive 16 GB,Corporate,United States,Utah,Technology,Accessories,0.284468,-1.0,0.937389
Xerox 200,Consumer,United States,Massachusetts,Office Supplies,Paper,-0.428433,-1.0,0.024152
Avery Legal 4-Ring Binder,Consumer,United States,Pennsylvania,Office Supplies,Binders,-0.908208,0.701566,-0.476464
Xerox 224,Consumer,United States,Pennsylvania,Office Supplies,Paper,-0.696697,0.0,-0.183826
Avaya 5410 Digital phone,Consumer,United States,Pennsylvania,Technology,Phones,0.318776,0.429282,-1.258047
Acco Perma 4000 Stacking Storage Drawers,Consumer,United States,North Carolina,Office Supplies,Storage,-0.305795,0.0,-0.378864
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Consumer,United States,North Carolina,Office Supplies,Binders,-0.559254,0.701566,-0.717347
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Corporate,United States,Illinois,Office Supplies,Paper,-0.347764,0.0,-0.005108
AT&T 17929 Lendline Telephone,Corporate,United States,Illinois,Technology,Phones,0.466488,0.0,0.17785
"Eldon 400 Class Desk Accessories, Black Carbon",Consumer,United States,Idaho,Furniture,Furnishings,-0.181384,-1.0,0.218634
Fellowes Stor/Drawer Steel Plus Storage Drawers,Consumer,United States,Idaho,Office Supplies,Storage,0.814355,-1.0,0.71994
Nokia Lumia 925,Consumer,United States,Idaho,Technology,Phones,0.653921,0.0,0.506219
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Consumer,United States,New York,Furniture,Chairs,0.886749,-0.387938,-0.566287
BIC Liqua Brite Liner,Corporate,United States,New York,Office Supplies,Art,-0.184955,-1.0,0.138765
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Corporate,United States,New York,Office Supplies,Storage,0.240339,-1.0,0.55262
Computer Printout Paper with Letter-Trim Perforations,Corporate,United States,New York,Office Supplies,Paper,-0.148003,-1.0,0.345374
Avery White Multi-Purpose Labels,Corporate,United States,New York,Office Supplies,Labels,-0.323726,-1.0,0.101166
Howard Miller Distant Time Traveler Alarm Clock,Corporate,United States,New York,Furniture,Furnishings,0.16444,-1.0,0.902607
Binder Clips by OIC,Consumer,United States,Illinois,Office Supplies,Fasteners,-0.857327,0.0,-0.225785
Avery 497,Home Office,United States,Texas,Office Supplies,Labels,-1.280602,0.0,-0.285738
Crate-A-Files,Home Office,United States,Texas,Office Supplies,Storage,-0.770484,0.0,-0.293468
"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Consumer,United States,Connecticut,Office Supplies,Binders,-0.680847,-1.0,-0.127602
"Xerox Color Copier Paper, 11"" x 17"", Ream",Consumer,United States,Connecticut,Office Supplies,Paper,-0.071716,-1.0,0.446299
Turquoise Lead Holder with Pocket Clip,Consumer,United States,Connecticut,Office Supplies,Art,-0.881981,-1.0,-0.235922
Samsung Rugby III,Consumer,United States,Illinois,Technology,Phones,0.416622,0.0,0.18819
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Consumer,United States,Texas,Office Supplies,Art,-1.153965,0.0,-0.296996
Eldon Portable Mobile Manager,Consumer,United States,California,Office Supplies,Storage,0.015065,-1.0,0.239273
"Master Big Foot Doorstop, Beige",Consumer,United States,California,Furniture,Furnishings,-0.158818,-1.0,0.101296
"Plantronics CS 50-USB - headset - Convertible, Monaural",Corporate,United States,New York,Technology,Phones,0.359011,-1.0,1.009623
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Corporate,United States,New York,Office Supplies,Art,-0.512398,-1.0,-0.059827
"OIC #2 Pencils, Medium Soft",Corporate,United States,Maryland,Office Supplies,Art,-1.118914,-1.0,-0.277292
Prang Colored Pencils,Corporate,United States,Maryland,Office Supplies,Art,-0.5475,-1.0,-0.074673
"Eberhard Faber 3 1/2"" Golf Pencils",Corporate,United States,Maryland,Office Supplies,Art,-0.156142,-1.0,0.023019
Belkin F8E887 USB Wired Ergonomic Keyboard,Corporate,United States,Maryland,Technology,Accessories,0.199619,-1.0,0.369975
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Corporate,United States,Maryland,Furniture,Chairs,0.602276,-1.0,0.538515
Avery 505,Corporate,United States,Maryland,Office Supplies,Labels,0.122612,-1.0,1.019733
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Home Office,United States,Kentucky,Furniture,Furnishings,-0.590906,-1.0,-0.083446
Portfile Personal File Boxes,Consumer,United States,Tennessee,Office Supplies,Storage,0.177146,0.0,-0.083533
"Maxell 74 Minute CDR, 10/Pack",Consumer,United States,California,Technology,Accessories,0.091665,-1.0,0.601536
Eldon 500 Class Desk Accessories,Home Office,United States,Rhode Island,Furniture,Furnishings,0.114044,-1.0,0.550097
Samsung Rugby III,Home Office,United States,Michigan,Technology,Phones,0.34762,-1.0,0.970893
Logitech Desktop MK120 Mouse and keyboard Combo,Home Office,United States,Michigan,Technology,Accessories,0.29328,-1.0,0.101094
Round Specialty Laser Printer Labels,Home Office,United States,Texas,Office Supplies,Labels,0.241776,0.0,0.906344
Wilson Jones Standard D-Ring Binders,Consumer,United States,Florida,Office Supplies,Binders,-1.041914,0.701566,-0.449652
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Consumer,United States,Florida,Office Supplies,Appliances,-0.987578,0.0,-0.29603
Logitech P710e Mobile Speakerphone,Consumer,United States,Florida,Technology,Accessories,0.51448,0.0,-0.414855
Xerox 206,Consumer,United States,Florida,Office Supplies,Paper,-0.523447,0.0,-0.11743
VTech DS6151,Consumer,United States,Florida,Technology,Phones,0.8332,0.0,1.497905
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Consumer,United States,Florida,Office Supplies,Appliances,-0.33103,0.0,-0.249766
Bush Mission Pointe Library,Consumer,United States,Florida,Furniture,Bookcases,0.572853,0.0,-0.317812
WD My Passport Ultra 1TB Portable External Hard Drive,Consumer,United States,Florida,Technology,Accessories,0.279159,0.0,-0.474331
Hewlett-Packard 300S Scientific Calculator,Corporate,United States,New York,Technology,Machines,0.146787,-1.0,0.990533
Xerox 188,Corporate,United States,New York,Office Supplies,Paper,-0.074591,-1.0,0.489969
"GBC Laser Imprintable Binding System Covers, Desert Sand",Consumer,United States,North Carolina,Office Supplies,Binders,-0.605209,0.701566,-0.692709
Xerox 228,Consumer,United States,New York,Office Supplies,Paper,-0.213458,-1.0,0.249416
"Seth Thomas 16"" Steel Case Clock",Corporate,United States,Pennsylvania,Furniture,Furnishings,0.255826,0.0,0.297705
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Corporate,United States,Florida,Furniture,Bookcases,0.638402,0.0,0.079589
Akro-Mils 12-Gallon Tote,Corporate,United States,Florida,Office Supplies,Storage,-0.129091,0.0,-0.153066
Grandstream GXP2100 Mainstream Business Phone,Corporate,United States,Florida,Technology,Phones,0.577643,0.0,0.570876
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Consumer,United States,Texas,Technology,Accessories,-0.339241,0.0,-0.419599
Xerox 21,Consumer,United States,Texas,Office Supplies,Paper,-0.523447,0.0,-0.11743
Logitech Desktop MK120 Mouse and keyboard Combo,Consumer,United States,Texas,Technology,Accessories,-0.3027,0.0,-0.441314
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Home Office,United States,Kentucky,Furniture,Furnishings,-0.396902,-1.0,-0.094454
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Home Office,United States,Kentucky,Office Supplies,Binders,0.356486,-1.0,1.915914
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Home Office,United States,Kentucky,Technology,Accessories,0.626138,-1.0,1.995039
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Home Office,United States,Kentucky,Office Supplies,Binders,0.200011,-1.0,1.17797
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Consumer,United States,Ohio,Technology,Phones,-0.032994,0.429282,-0.700397
Acco D-Ring Binder w/DublLock,Consumer,United States,Ohio,Office Supplies,Binders,-0.432781,0.701566,-0.832154
Newell 311,Corporate,United States,Illinois,Office Supplies,Art,-0.979405,0.0,-0.300522
Xerox 1947,Corporate,United States,Pennsylvania,Office Supplies,Paper,-0.435128,0.0,-0.097833
Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Corporate,United States,Pennsylvania,Furniture,Furnishings,0.688147,0.0,-1.276912
GBC Premium Transparent Covers with Diagonal Lined Pattern,Corporate,United States,New York,Office Supplies,Binders,-0.032024,0.0,0.32417
Xerox 188,Corporate,United States,New York,Office Supplies,Paper,-0.19317,-1.0,0.289773
Fluorescent Highlighters by Dixon,Home Office,United States,California,Office Supplies,Art,-0.341355,-1.0,-0.019901
Avery 49,Home Office,United States,California,Office Supplies,Labels,-0.651683,-1.0,-0.110068
Digium D40 VoIP phone,Home Office,United States,California,Technology,Phones,0.515181,0.0,0.525637
"Leather Task Chair, Black",Consumer,United States,California,Furniture,Chairs,0.535912,0.0,-0.317812
Peel-Off China Markers,Consumer,United States,California,Office Supplies,Art,0.238114,-1.0,1.187913
Belkin 5 Outlet SurgeMaster Power Centers,Consumer,United States,California,Office Supplies,Appliances,0.27409,-1.0,0.787341
Cardinal Poly Pocket Divider Pockets for Ring Binders,Consumer,United States,California,Office Supplies,Binders,-1.248396,0.0,-0.286568
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Consumer,United States,Michigan,Office Supplies,Paper,0.011552,-1.0,0.59799
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Home Office,United States,Pennsylvania,Office Supplies,Labels,-0.708722,0.0,-0.196769
Panasonic KX T7731-B Digital phone,Home Office,United States,Pennsylvania,Technology,Phones,0.038809,0.429282,-0.814012
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Home Office,United States,Pennsylvania,Office Supplies,Binders,-0.948474,0.701566,-0.498052
GBC Standard Plastic Binding Systems' Combs,Home Office,United States,Pennsylvania,Office Supplies,Binders,-0.737605,0.701566,-0.616103
Desktop 3-Pocket Hot File,Home Office,United States,New York,Office Supplies,Storage,0.532616,-1.0,1.70687
Staple-on labels,Home Office,United States,Texas,Office Supplies,Labels,-0.867414,0.0,-0.231139
GBC Plastic Binding Combs,Home Office,United States,Texas,Office Supplies,Binders,-1.053307,0.749016,-0.578316
Newell 310,Consumer,United States,Minnesota,Office Supplies,Art,-0.766599,-1.0,-0.223371
First Data TMFD35 PIN Pad,Consumer,United States,Minnesota,Technology,Accessories,0.377554,-1.0,0.768672
"Contico 72""H Heavy-Duty Storage System",Corporate,United States,Tennessee,Office Supplies,Storage,0.234383,0.0,-1.262379
ClearOne Communications CHAT 70 OC Speaker Phone,Corporate,United States,Delaware,Technology,Phones,0.418076,-1.0,1.174748
Xerox 1933,Consumer,United States,Washington,Office Supplies,Paper,0.120892,-1.0,0.93493
"Tenex ""The Solids"" Textured Chair Mats",Consumer,United States,Washington,Furniture,Furnishings,0.36983,-1.0,0.546064
Plantronics Encore H101 Dual Earpieces Headset,Consumer,United States,Washington,Technology,Phones,0.270241,0.0,0.077022
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,United States,Washington,Office Supplies,Storage,-0.202184,-1.0,-0.024616
Avery 502,Consumer,United States,Ohio,Office Supplies,Labels,-1.000446,0.0,-0.2524
Xerox 19,Consumer,United States,Ohio,Office Supplies,Paper,-0.325693,0.0,-0.033516
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Home Office,United States,Illinois,Office Supplies,Paper,-0.473822,0.0,-0.108841
"Global Stack Chair without Arms, Black",Home Office,United States,Minnesota,Furniture,Chairs,0.410646,-1.0,1.090164
Global Highback Leather Tilter in Burgundy,Consumer,United States,New York,Furniture,Chairs,0.682475,-0.387938,0.475981
Xerox 1898,Home Office,United States,California,Office Supplies,Paper,-0.588339,-1.0,-0.082045
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Home Office,United States,California,Office Supplies,Storage,0.417863,-1.0,-0.026238
